month,plant,hazard_level,hazard_name,hazard_label,indicator,control_item,content,permit_count,check_count,pass_count,defect_count,critical_defect_count,open_defect_count,overdue_defect_count,pass_rate,risk_score,risk_level
2024-01,桃園,C,C級,低危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,42,38,37,1,0,0,0,0.9737,2,低
2024-01,桃園,C,C級,低危害,收工回簽,一般安全規定,是否遵守工安規定,42,38,37,1,0,0,0,0.9737,2,低
2024-01,桃園,C,C級,低危害,收工回簽,現場紀錄,是否拍照,42,38,37,1,0,0,0,0.9737,2,低
2024-02,桃園,A,A級,高危害,廠區,基本資料,工廠、日期、時間,24,20,20,0,0,0,0,1.0,0,低
2024-02,桃園,A,A級,高危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,24,24,23,1,0,0,0,0.9583,2,低
2024-02,桃園,A,A級,高危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,24,21,20,1,0,0,0,0.9524,2,低
2024-02,桃園,A,A級,高危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,24,23,22,1,0,0,0,0.9565,2,低
2024-02,桃園,A,A級,高危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,24,23,22,1,0,0,0,0.9565,2,低
2024-02,桃園,A,A級,高危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,24,22,21,1,0,0,0,0.9545,2,低
2024-02,桃園,A,A級,高危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,24,22,21,1,0,0,0,0.9545,2,低
2024-02,桃園,A,A級,高危害,檢點與危害告知,危害告知,是否危害告知,24,22,21,1,0,0,0,0.9545,2,低
2024-02,桃園,A,A級,高危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,24,21,20,1,0,1,0,0.9524,5,低
2024-02,桃園,A,A級,高危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,24,20,19,1,0,0,0,0.95,2,低
2024-02,桃園,A,A級,高危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,24,24,22,2,1,1,0,0.9167,16,中
2024-02,桃園,A,A級,高危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,24,22,21,1,0,0,0,0.9545,2,低
2024-02,桃園,A,A級,高危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,24,22,20,2,1,1,0,0.9091,16,中
2024-02,桃園,A,A級,高危害,防火防爆,消防設備,是否有消防設備,24,20,19,1,0,0,0,0.95,2,低
2024-02,桃園,A,A級,高危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,24,20,19,1,0,0,0,0.95,2,低
2024-02,桃園,A,A級,高危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,24,20,19,1,0,0,0,0.95,2,低
2024-02,桃園,A,A級,高危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,24,22,21,1,0,0,0,0.9545,2,低
2024-02,桃園,A,A級,高危害,警戒巡查,警戒標示,是否有警戒標示,24,20,19,1,0,1,0,0.95,5,低
2024-02,桃園,A,A級,高危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,24,22,21,1,0,0,0,0.9545,2,低
2024-02,桃園,A,A級,高危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,24,24,23,1,0,0,0,0.9583,2,低
2024-02,桃園,A,A級,高危害,收工回簽,一般安全規定,是否遵守工安規定,24,23,22,1,0,0,0,0.9565,2,低
2024-02,桃園,A,A級,高危害,收工回簽,現場紀錄,是否拍照,24,20,19,1,0,0,0,0.95,2,低
2024-02,桃園,B,B級,中危害,廠區,基本資料,工廠、日期、時間,54,45,44,1,0,0,0,0.9778,2,低
2024-02,桃園,B,B級,中危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,54,50,49,1,0,0,0,0.98,2,低
2024-02,桃園,B,B級,中危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,54,46,45,1,0,0,0,0.9783,2,低
2024-02,桃園,B,B級,中危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,54,52,51,1,0,0,0,0.9808,2,低
2024-02,桃園,B,B級,中危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,54,47,45,2,0,1,0,0.9574,7,低
2024-02,桃園,B,B級,中危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,54,53,51,2,0,0,0,0.9623,4,低
2024-02,桃園,B,B級,中危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,54,46,45,1,0,0,0,0.9783,2,低
2024-02,桃園,B,B級,中危害,檢點與危害告知,危害告知,是否危害告知,54,50,49,1,0,0,0,0.98,2,低
2024-02,桃園,B,B級,中危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,54,44,42,2,1,1,0,0.9545,16,中
2024-02,桃園,B,B級,中危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,54,48,46,2,1,1,0,0.9583,16,中
2024-02,桃園,B,B級,中危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,54,48,46,2,1,1,0,0.9583,16,中
2024-02,桃園,B,B級,中危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,54,45,43,2,1,1,0,0.9556,16,中
2024-02,桃園,B,B級,中危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,54,49,47,2,1,1,0,0.9592,16,中
2024-02,桃園,B,B級,中危害,防火防爆,消防設備,是否有消防設備,54,47,45,2,1,1,0,0.9574,16,中
2024-02,桃園,B,B級,中危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,54,45,43,2,1,1,0,0.9556,16,中
2024-02,桃園,B,B級,中危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,54,50,48,2,1,1,0,0.96,16,中
2024-02,桃園,B,B級,中危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,54,45,44,1,0,0,0,0.9778,2,低
2024-02,桃園,B,B級,中危害,警戒巡查,警戒標示,是否有警戒標示,54,51,50,1,0,0,0,0.9804,2,低
2024-02,桃園,B,B級,中危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,54,49,48,1,0,0,0,0.9796,2,低
2024-02,桃園,B,B級,中危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,54,49,47,2,0,1,0,0.9592,7,低
2024-02,桃園,B,B級,中危害,收工回簽,一般安全規定,是否遵守工安規定,54,45,44,1,0,0,0,0.9778,2,低
2024-02,桃園,B,B級,中危害,收工回簽,現場紀錄,是否拍照,54,49,48,1,0,0,0,0.9796,2,低
2024-02,桃園,C,C級,低危害,廠區,基本資料,工廠、日期、時間,38,32,32,0,0,0,0,1.0,0,低
2024-02,桃園,C,C級,低危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,38,32,31,1,0,0,0,0.9688,2,低
2024-02,桃園,C,C級,低危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,38,35,34,1,0,0,0,0.9714,2,低
2024-02,桃園,C,C級,低危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,38,35,34,1,0,0,0,0.9714,2,低
2024-02,桃園,C,C級,低危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,38,32,31,1,0,0,0,0.9688,2,低
2024-02,桃園,C,C級,低危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,38,33,32,1,0,0,0,0.9697,2,低
2024-02,桃園,C,C級,低危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,38,37,36,1,0,0,0,0.973,2,低
2024-02,桃園,C,C級,低危害,檢點與危害告知,危害告知,是否危害告知,38,34,33,1,0,0,0,0.9706,2,低
2024-02,桃園,C,C級,低危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,38,36,35,1,0,0,0,0.9722,2,低
2024-02,桃園,C,C級,低危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,38,38,37,1,0,0,0,0.9737,2,低
2024-02,桃園,C,C級,低危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,38,34,33,1,0,0,0,0.9706,2,低
2024-02,桃園,C,C級,低危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,38,34,33,1,0,0,0,0.9706,2,低
2024-02,桃園,C,C級,低危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,38,35,34,1,0,0,0,0.9714,2,低
2024-02,桃園,C,C級,低危害,防火防爆,消防設備,是否有消防設備,38,33,32,1,0,0,0,0.9697,2,低
2024-02,桃園,C,C級,低危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,38,32,31,1,0,0,0,0.9688,2,低
2024-02,桃園,C,C級,低危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,38,34,33,1,0,0,0,0.9706,2,低
2024-02,桃園,C,C級,低危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,38,34,33,1,0,0,0,0.9706,2,低
2024-02,桃園,C,C級,低危害,警戒巡查,警戒標示,是否有警戒標示,38,34,33,1,0,0,0,0.9706,2,低
2024-02,桃園,C,C級,低危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,38,38,37,1,0,1,0,0.9737,5,低
2024-02,桃園,C,C級,低危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,38,36,35,1,0,0,0,0.9722,2,低
2024-02,桃園,C,C級,低危害,收工回簽,一般安全規定,是否遵守工安規定,38,37,36,1,0,0,0,0.973,2,低
2024-02,桃園,C,C級,低危害,收工回簽,現場紀錄,是否拍照,38,36,35,1,0,0,0,0.9722,2,低
2024-03,桃園,A,A級,高危害,廠區,基本資料,工廠、日期、時間,27,23,23,0,0,0,0,1.0,0,低
2024-03,桃園,A,A級,高危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,27,24,23,1,0,0,0,0.9583,2,低
2024-03,桃園,A,A級,高危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,27,24,23,1,0,0,0,0.9583,2,低
2024-03,桃園,A,A級,高危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,27,24,23,1,0,0,0,0.9583,2,低
2024-03,桃園,A,A級,高危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,27,27,26,1,0,1,0,0.963,5,低
2024-03,桃園,A,A級,高危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,27,25,24,1,0,0,0,0.96,2,低
2024-03,桃園,A,A級,高危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,27,26,25,1,0,0,0,0.9615,2,低
2024-03,桃園,A,A級,高危害,檢點與危害告知,危害告知,是否危害告知,27,26,25,1,0,0,0,0.9615,2,低
2024-03,桃園,A,A級,高危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,27,26,24,2,1,0,0,0.9231,13,低
2024-03,桃園,A,A級,高危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,27,23,22,1,0,0,0,0.9565,2,低
2024-03,桃園,A,A級,高危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,27,26,25,1,0,0,0,0.9615,2,低
2024-03,桃園,A,A級,高危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,27,23,21,2,1,1,0,0.913,16,中
2024-03,桃園,A,A級,高危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,27,25,24,1,0,0,0,0.96,2,低
2024-03,桃園,A,A級,高危害,防火防爆,消防設備,是否有消防設備,27,24,23,1,0,0,0,0.9583,2,低
2024-03,桃園,A,A級,高危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,27,26,24,2,1,1,0,0.9231,16,中
2024-03,桃園,A,A級,高危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,27,25,24,1,0,0,0,0.96,2,低
2024-03,桃園,A,A級,高危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,27,24,23,1,0,0,0,0.9583,2,低
2024-03,桃園,A,A級,高危害,警戒巡查,警戒標示,是否有警戒標示,27,22,21,1,0,0,0,0.9545,2,低
2024-03,桃園,A,A級,高危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,27,27,26,1,0,0,0,0.963,2,低
2024-03,桃園,A,A級,高危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,27,25,24,1,0,0,0,0.96,2,低
2024-03,桃園,A,A級,高危害,收工回簽,一般安全規定,是否遵守工安規定,27,22,21,1,0,0,0,0.9545,2,低
2024-03,桃園,A,A級,高危害,收工回簽,現場紀錄,是否拍照,27,27,26,1,0,0,0,0.963,2,低
2024-03,桃園,B,B級,中危害,廠區,基本資料,工廠、日期、時間,54,48,47,1,0,0,0,0.9792,2,低
2024-03,桃園,B,B級,中危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,54,54,53,1,0,1,0,0.9815,5,低
2024-03,桃園,B,B級,中危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,54,51,50,1,0,0,0,0.9804,2,低
2024-03,桃園,B,B級,中危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,54,47,46,1,0,0,0,0.9787,2,低
2024-03,桃園,B,B級,中危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,54,46,45,1,0,0,0,0.9783,2,低
2024-03,桃園,B,B級,中危害,危害等級,管線設備危害物,可燃性氣體、易燃液體、有害性氣體、化學藥劑、酸鹼、熱水蒸氣、空氣、其他,54,53,51,2,0,1,0,0.9623,7,低
2024-03,桃園,B,B級,中危害,檢點與危害告知,簽發前安全檢點,是否安全檢點,54,47,46,1,0,0,0,0.9787,2,低
2024-03,桃園,B,B級,中危害,檢點與危害告知,危害告知,是否危害告知,54,46,45,1,0,0,0,0.9783,2,低
2024-03,桃園,B,B級,中危害,危害排除與隔離,環境危害排除,是否設備管線危害物排除,54,45,44,1,0,0,0,0.9778,2,低
2024-03,桃園,B,B級,中危害,危害排除與隔離,隔離管制,設備管線是否加盲加鎖掛牌,54,51,49,2,1,1,0,0.9608,16,中
2024-03,桃園,B,B級,中危害,環境測定,氣體偵測數值,可燃性氣體%、氧氣%、一氧化碳PPM、硫化氫PPM,54,52,50,2,1,1,0,0.9615,16,中
2024-03,桃園,B,B級,中危害,環境測定,測定基準,可燃性氣體 < 20%LEL；氧氣>= 18%；一氧化碳<50 PPM；硫化氫<10 PPM,54,47,45,2,1,1,0,0.9574,16,中
2024-03,桃園,B,B級,中危害,環境測定,測定頻率,上、下午施工前測定；A級或高風險作業需重複或連續測定；每小時/每兩小時紀錄表,54,53,51,2,1,1,0,0.9623,16,中
2024-03,桃園,B,B級,中危害,防火防爆,消防設備,是否有消防設備,54,50,48,2,1,1,0,0.96,16,中
2024-03,桃園,B,B級,中危害,防火防爆,防爆安全工具,是否使用防爆電氣設備及安全工具,54,49,47,2,1,1,0,0.9592,16,中
2024-03,桃園,B,B級,中危害,高處作業,防墜措施,設標準施工架、安全網、安全母索、安全帶,54,48,46,2,1,1,0,0.9583,16,中
2024-03,桃園,B,B級,中危害,安全保護,個人防護具,是否有防護口罩、防毒面具、SCBA、防護手套、安全眼鏡、耳塞,54,49,47,2,0,1,0,0.9592,7,低
2024-03,桃園,B,B級,中危害,警戒巡查,警戒標示,是否有警戒標示,54,47,46,1,0,0,0,0.9787,2,低
2024-03,桃園,B,B級,中危害,警戒巡查,巡查會簽,是否轄區、監造、安衛人員或工地負責人巡查會簽,54,54,53,1,0,0,0,0.9815,2,低
2024-03,桃園,B,B級,中危害,收工回簽,回簽收工確認,是否回簽時確認環境已整理並完成防護措施,54,46,45,1,0,0,0,0.9783,2,低
2024-03,桃園,B,B級,中危害,收工回簽,一般安全規定,是否遵守工安規定,54,50,49,1,0,0,0,0.98,2,低
2024-03,桃園,B,B級,中危害,收工回簽,現場紀錄,是否拍照,54,47,46,1,0,0,0,0.9787,2,低
2024-03,桃園,C,C級,低危害,廠區,基本資料,工廠、日期、時間,38,34,34,0,0,0,0,1.0,0,低
2024-03,桃園,C,C級,低危害,許可證,許可資訊,工程作業分級、申請時間、核准工作時間、工作許可證編號,38,33,32,1,0,0,0,0.9697,2,低
2024-03,桃園,C,C級,低危害,施工地點,場地關係人,施工部門、轄區部門、監造部門,38,33,32,1,0,0,0,0.9697,2,低
2024-03,桃園,C,C級,低危害,包商,承攬商與人員資格,承攬商、工作人數、車輛車號、工地負責人、安衛人員、特殊作業主管,38,34,33,1,0,0,0,0.9706,2,低
2024-03,桃園,C,C級,低危害,危害等級,作業等級,施工地點、工程案號、工作內容、許可工作項目、作業分級,38,33,32,1,0,0,0,0.9697,2,低
