"month","plant","module_id","module_name","check_item","permit_count","check_count","pass_count","defect_count","critical_defect_count","open_defect_count","overdue_defect_count","pass_rate","risk_score","risk_level"
"2024-01","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","96","96","92","4","1","1","0","0.9583","19","中"
"2024-01","桃園","gas","氣體偵測","氧氣濃度符合標準","96","82","79","3","1","1","0","0.9634","17","低"
"2024-01","桃園","gas","氣體偵測","有害氣體低於容許濃度","96","92","87","5","1","2","1","0.9457","29","中"
"2024-01","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","96","90","85","5","1","2","0","0.9444","24","中"
"2024-01","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","96","94","89","5","2","1","0","0.9468","29","中"
"2024-01","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","96","83","79","4","1","2","1","0.9518","27","中"
"2024-01","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","96","81","78","3","1","1","0","0.963","17","低"
"2024-01","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","96","93","88","5","1","2","0","0.9462","24","中"
"2024-01","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","96","93","88","5","2","2","1","0.9462","37","中"
"2024-01","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","96","85","81","4","1","1","0","0.9529","19","中"
"2024-01","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","96","98","94","4","1","2","1","0.9592","27","中"
"2024-01","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","96","97","92","5","1","2","0","0.9485","24","中"
"2024-01","桃園","patrol","巡查會簽","轄區檢點簽認","96","94","91","3","1","1","0","0.9681","17","低"
"2024-01","桃園","patrol","巡查會簽","監造巡查簽認","96","83","80","3","0","1","0","0.9639","9","低"
"2024-01","桃園","patrol","巡查會簽","安衛人員巡查紀錄","96","88","85","3","0","1","0","0.9659","9","低"
"2024-01","桃園","patrol","巡查會簽","異常已即時通知","96","95","92","3","0","1","0","0.9684","9","低"
"2024-01","桃園","closeout","收工回簽與現場紀錄","環境整理完成","96","84","80","4","1","1","0","0.9524","19","中"
"2024-01","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","96","92","88","4","1","2","1","0.9565","27","中"
"2024-01","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","96","95","92","3","0","1","0","0.9684","9","低"
"2024-01","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","96","96","92","4","1","2","0","0.9583","22","中"
"2024-02","桃園","permit","許可基本資料","工作內容與地點完整","103","99","96","3","0","1","0","0.9697","9","低"
"2024-02","桃園","permit","許可基本資料","作業分級正確","103","94","91","3","1","1","0","0.9681","17","低"
"2024-02","桃園","permit","許可基本資料","核准工作時間明確","103","100","97","3","0","1","0","0.97","9","低"
"2024-02","桃園","permit","許可基本資料","回簽資料完整","103","99","96","3","0","1","0","0.9697","9","低"
"2024-02","桃園","workType","作業分級與工作項目","動火/非動火判定正確","103","100","97","3","0","1","0","0.97","9","低"
"2024-02","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","103","87","84","3","0","1","0","0.9655","9","低"
"2024-02","桃園","workType","作業分級與工作項目","附加檢點表適用","103","98","95","3","1","1","0","0.9694","17","低"
"2024-02","桃園","workType","作業分級與工作項目","延時工作經核准","103","95","91","4","1","1","0","0.9579","19","中"
"2024-02","桃園","contractor","承攬商與人員資格","施工人員名冊完整","103","104","99","5","1","2","1","0.9519","29","中"
"2024-02","桃園","contractor","承攬商與人員資格","工地負責人到場","103","85","82","3","0","1","0","0.9647","9","低"
"2024-02","桃園","contractor","承攬商與人員資格","安衛人員到場","103","95","92","3","0","1","0","0.9684","9","低"
"2024-02","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","103","97","94","3","0","1","0","0.9691","9","低"
"2024-02","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","103","92","89","3","0","1","0","0.9674","9","低"
"2024-02","桃園","hazardNotice","危害告知","施工人員完成危害告知","103","100","96","4","1","1","0","0.96","19","中"
"2024-02","桃園","hazardNotice","危害告知","勤前教育紀錄完整","103","95","92","3","0","1","0","0.9684","9","低"
"2024-02","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","103","102","98","4","1","1","0","0.9608","19","中"
"2024-02","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","103","101","96","5","1","2","0","0.9505","24","中"
"2024-02","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","103","86","83","3","1","1","0","0.9651","17","低"
"2024-02","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","103","90","86","4","1","2","1","0.9556","27","中"
"2024-02","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","103","94","90","4","1","1","0","0.9574","19","中"
"2024-02","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","103","90","85","5","1","2","1","0.9444","29","中"
"2024-02","桃園","gas","氣體偵測","氧氣濃度符合標準","103","92","87","5","1","2","1","0.9457","29","中"
"2024-02","桃園","gas","氣體偵測","有害氣體低於容許濃度","103","93","88","5","2","1","0","0.9462","29","中"
"2024-02","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","103","92","89","3","1","1","0","0.9674","17","低"
"2024-02","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","103","85","81","4","1","2","0","0.9529","22","中"
"2024-02","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","103","104","98","6","2","2","1","0.9423","39","中"
"2024-02","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","103","92","88","4","1","2","1","0.9565","27","中"
"2024-02","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","103","89","84","5","2","2","1","0.9438","37","中"
"2024-02","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","103","104","99","5","1","2","0","0.9519","24","中"
"2024-02","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","103","85","81","4","1","1","0","0.9529","19","中"
"2024-02","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","103","99","94","5","1","1","0","0.9495","21","中"
"2024-02","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","103","102","97","5","2","2","1","0.951","37","中"
"2024-02","桃園","patrol","巡查會簽","轄區檢點簽認","103","96","93","3","0","1","0","0.9688","9","低"
"2024-02","桃園","patrol","巡查會簽","監造巡查簽認","103","103","99","4","1","2","1","0.9612","27","中"
"2024-02","桃園","patrol","巡查會簽","安衛人員巡查紀錄","103","95","91","4","1","2","1","0.9579","27","中"
"2024-02","桃園","patrol","巡查會簽","異常已即時通知","103","89","86","3","0","1","0","0.9663","9","低"
"2024-02","桃園","closeout","收工回簽與現場紀錄","環境整理完成","103","85","82","3","0","1","0","0.9647","9","低"
"2024-02","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","103","88","85","3","0","1","0","0.9659","9","低"
"2024-02","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","103","104","99","5","1","2","1","0.9519","29","中"
"2024-02","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","103","90","86","4","1","1","0","0.9556","19","中"
"2024-03","桃園","permit","許可基本資料","工作內容與地點完整","111","111","108","3","1","1","0","0.973","17","低"
"2024-03","桃園","permit","許可基本資料","作業分級正確","111","111","108","3","1","1","0","0.973","17","低"
"2024-03","桃園","permit","許可基本資料","核准工作時間明確","111","108","105","3","0","1","0","0.9722","9","低"
"2024-03","桃園","permit","許可基本資料","回簽資料完整","111","99","96","3","0","1","0","0.9697","9","低"
"2024-03","桃園","workType","作業分級與工作項目","動火/非動火判定正確","111","111","107","4","1","2","1","0.964","27","中"
"2024-03","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","111","103","99","4","0","1","0","0.9612","11","低"
"2024-03","桃園","workType","作業分級與工作項目","附加檢點表適用","111","95","91","4","0","1","0","0.9579","11","低"
"2024-03","桃園","workType","作業分級與工作項目","延時工作經核准","111","107","104","3","1","1","0","0.972","17","低"
"2024-03","桃園","contractor","承攬商與人員資格","施工人員名冊完整","111","100","96","4","1","2","1","0.96","27","中"
"2024-03","桃園","contractor","承攬商與人員資格","工地負責人到場","111","99","96","3","0","1","0","0.9697","9","低"
"2024-03","桃園","contractor","承攬商與人員資格","安衛人員到場","111","104","100","4","1","1","0","0.9615","19","中"
"2024-03","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","111","112","109","3","1","1","0","0.9732","17","低"
"2024-03","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","111","92","90","2","0","1","0","0.9783","7","低"
"2024-03","桃園","hazardNotice","危害告知","施工人員完成危害告知","111","98","96","2","0","1","0","0.9796","7","低"
"2024-03","桃園","hazardNotice","危害告知","勤前教育紀錄完整","111","96","93","3","0","1","0","0.9688","9","低"
"2024-03","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","111","106","103","3","0","1","0","0.9717","9","低"
"2024-03","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","111","97","92","5","2","2","0","0.9485","32","中"
"2024-03","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","111","94","90","4","1","2","1","0.9574","27","中"
"2024-03","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","111","100","95","5","1","2","1","0.95","29","中"
"2024-03","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","111","113","108","5","1","1","0","0.9558","21","中"
"2024-03","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","111","98","93","5","1","2","1","0.949","29","中"
"2024-03","桃園","gas","氣體偵測","氧氣濃度符合標準","111","105","101","4","1","1","0","0.9619","19","中"
"2024-03","桃園","gas","氣體偵測","有害氣體低於容許濃度","111","101","95","6","2","2","0","0.9406","34","中"
"2024-03","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","111","107","102","5","2","2","1","0.9533","37","中"
"2024-03","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","111","105","100","5","1","1","0","0.9524","21","中"
"2024-03","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","111","101","96","5","2","2","0","0.9505","32","中"
"2024-03","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","111","97","93","4","1","1","0","0.9588","19","中"
"2024-03","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","111","94","90","4","1","1","0","0.9574","19","中"
"2024-03","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","111","97","93","4","1","1","0","0.9588","19","中"
"2024-03","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","111","97","93","4","1","2","1","0.9588","27","中"
"2024-03","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","111","98","94","4","1","1","0","0.9592","19","中"
"2024-03","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","111","101","97","4","1","2","0","0.9604","22","中"
"2024-03","桃園","patrol","巡查會簽","轄區檢點簽認","111","97","93","4","1","1","0","0.9588","19","中"
"2024-03","桃園","patrol","巡查會簽","監造巡查簽認","111","91","88","3","0","1","0","0.967","9","低"
"2024-03","桃園","patrol","巡查會簽","安衛人員巡查紀錄","111","99","96","3","0","1","0","0.9697","9","低"
"2024-03","桃園","patrol","巡查會簽","異常已即時通知","111","99","95","4","0","1","0","0.9596","11","低"
"2024-03","桃園","closeout","收工回簽與現場紀錄","環境整理完成","111","109","105","4","0","1","0","0.9633","11","低"
"2024-03","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","111","103","99","4","1","1","0","0.9612","19","中"
"2024-03","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","111","110","106","4","0","2","1","0.9636","19","中"
"2024-03","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","111","110","105","5","1","2","1","0.9545","29","中"
"2024-04","桃園","permit","許可基本資料","工作內容與地點完整","109","106","103","3","0","1","0","0.9717","9","低"
"2024-04","桃園","permit","許可基本資料","作業分級正確","109","110","107","3","0","1","0","0.9727","9","低"
"2024-04","桃園","permit","許可基本資料","核准工作時間明確","109","90","88","2","0","1","0","0.9778","7","低"
"2024-04","桃園","permit","許可基本資料","回簽資料完整","109","94","91","3","1","1","0","0.9681","17","低"
"2024-04","桃園","workType","作業分級與工作項目","動火/非動火判定正確","109","100","97","3","0","1","0","0.97","9","低"
"2024-04","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","109","110","107","3","0","1","0","0.9727","9","低"
"2024-04","桃園","workType","作業分級與工作項目","附加檢點表適用","109","110","106","4","1","2","0","0.9636","22","中"
"2024-04","桃園","workType","作業分級與工作項目","延時工作經核准","109","103","99","4","1","2","1","0.9612","27","中"
"2024-04","桃園","contractor","承攬商與人員資格","施工人員名冊完整","109","104","100","4","1","2","1","0.9615","27","中"
"2024-04","桃園","contractor","承攬商與人員資格","工地負責人到場","109","101","97","4","1","2","1","0.9604","27","中"
"2024-04","桃園","contractor","承攬商與人員資格","安衛人員到場","109","106","102","4","0","1","0","0.9623","11","低"
"2024-04","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","109","101","98","3","0","1","0","0.9703","9","低"
"2024-04","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","109","93","90","3","0","1","0","0.9677","9","低"
"2024-04","桃園","hazardNotice","危害告知","施工人員完成危害告知","109","107","103","4","1","1","0","0.9626","19","中"
"2024-04","桃園","hazardNotice","危害告知","勤前教育紀錄完整","109","103","99","4","1","1","0","0.9612","19","中"
"2024-04","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","109","108","104","4","1","1","0","0.963","19","中"
"2024-04","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","109","105","100","5","2","2","0","0.9524","32","中"
"2024-04","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","109","96","92","4","1","2","0","0.9583","22","中"
"2024-04","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","109","108","104","4","1","1","0","0.963","19","中"
"2024-04","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","109","101","97","4","1","1","0","0.9604","19","中"
"2024-04","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","109","91","88","3","1","1","0","0.967","17","低"
"2024-04","桃園","gas","氣體偵測","氧氣濃度符合標準","109","98","93","5","1","2","1","0.949","29","中"
"2024-04","桃園","gas","氣體偵測","有害氣體低於容許濃度","109","95","90","5","2","2","1","0.9474","37","中"
"2024-04","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","109","107","102","5","1","2","0","0.9533","24","中"
"2024-04","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","109","104","99","5","2","1","0","0.9519","29","中"
"2024-04","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","109","90","86","4","1","1","0","0.9556","19","中"
"2024-04","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","109","92","88","4","1","2","0","0.9565","22","中"
"2024-04","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","109","91","86","5","1","2","1","0.9451","29","中"
"2024-04","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","109","105","100","5","2","2","0","0.9524","32","中"
"2024-04","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","109","107","101","6","1","2","1","0.9439","31","中"
"2024-04","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","109","99","95","4","1","2","1","0.9596","27","中"
"2024-04","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","109","106","101","5","1","2","1","0.9528","29","中"
"2024-04","桃園","patrol","巡查會簽","轄區檢點簽認","109","99","96","3","0","1","0","0.9697","9","低"
"2024-04","桃園","patrol","巡查會簽","監造巡查簽認","109","102","98","4","1","1","0","0.9608","19","中"
"2024-04","桃園","patrol","巡查會簽","安衛人員巡查紀錄","109","106","102","4","1","2","1","0.9623","27","中"
"2024-04","桃園","patrol","巡查會簽","異常已即時通知","109","109","105","4","1","1","0","0.9633","19","中"
"2024-04","桃園","closeout","收工回簽與現場紀錄","環境整理完成","109","104","100","4","1","2","0","0.9615","22","中"
"2024-04","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","109","102","98","4","1","2","1","0.9608","27","中"
"2024-04","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","109","98","95","3","1","1","0","0.9694","17","低"
"2024-04","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","109","91","88","3","1","1","0","0.967","17","低"
"2024-05","桃園","permit","許可基本資料","工作內容與地點完整","101","86","83","3","0","1","0","0.9651","9","低"
"2024-05","桃園","permit","許可基本資料","作業分級正確","101","96","93","3","1","1","0","0.9688","17","低"
"2024-05","桃園","permit","許可基本資料","核准工作時間明確","101","92","89","3","0","1","0","0.9674","9","低"
"2024-05","桃園","permit","許可基本資料","回簽資料完整","101","92","89","3","1","1","0","0.9674","17","低"
"2024-05","桃園","workType","作業分級與工作項目","動火/非動火判定正確","101","96","93","3","0","1","0","0.9688","9","低"
"2024-05","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","101","101","98","3","1","1","0","0.9703","17","低"
"2024-05","桃園","workType","作業分級與工作項目","附加檢點表適用","101","91","87","4","1","1","0","0.956","19","中"
"2024-05","桃園","workType","作業分級與工作項目","延時工作經核准","101","85","82","3","0","1","0","0.9647","9","低"
"2024-05","桃園","contractor","承攬商與人員資格","施工人員名冊完整","101","103","99","4","1","2","0","0.9612","22","中"
"2024-05","桃園","contractor","承攬商與人員資格","工地負責人到場","101","83","80","3","1","1","0","0.9639","17","低"
"2024-05","桃園","contractor","承攬商與人員資格","安衛人員到場","101","102","99","3","0","1","0","0.9706","9","低"
"2024-05","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","101","96","93","3","0","1","0","0.9688","9","低"
"2024-05","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","101","90","87","3","0","1","0","0.9667","9","低"
"2024-05","桃園","hazardNotice","危害告知","施工人員完成危害告知","101","84","82","2","0","0","0","0.9762","4","低"
"2024-05","桃園","hazardNotice","危害告知","勤前教育紀錄完整","101","102","98","4","0","2","0","0.9608","14","低"
"2024-05","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","101","102","99","3","0","1","0","0.9706","9","低"
"2024-05","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","101","87","82","5","1","2","1","0.9425","29","中"
"2024-05","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","101","85","80","5","2","2","0","0.9412","32","中"
"2024-05","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","101","92","89","3","1","1","0","0.9674","17","低"
"2024-05","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","101","83","80","3","1","1","0","0.9639","17","低"
"2024-05","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","101","84","80","4","1","1","0","0.9524","19","中"
"2024-05","桃園","gas","氣體偵測","氧氣濃度符合標準","101","100","95","5","1","2","0","0.95","24","中"
"2024-05","桃園","gas","氣體偵測","有害氣體低於容許濃度","101","88","83","5","1","2","1","0.9432","29","中"
"2024-05","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","101","83","79","4","1","1","0","0.9518","19","中"
"2024-05","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","101","93","89","4","1","1","0","0.957","19","中"
"2024-05","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","101","85","81","4","1","1","0","0.9529","19","中"
"2024-05","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","101","93","89","4","1","1","0","0.957","19","中"
"2024-05","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","101","94","89","5","1","2","0","0.9468","24","中"
"2024-05","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","101","94","90","4","1","1","0","0.9574","19","中"
"2024-05","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","101","90","86","4","1","1","0","0.9556","19","中"
"2024-05","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","101","93","89","4","1","2","1","0.957","27","中"
"2024-05","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","101","99","95","4","1","2","1","0.9596","27","中"
"2024-05","桃園","patrol","巡查會簽","轄區檢點簽認","101","84","81","3","0","1","0","0.9643","9","低"
"2024-05","桃園","patrol","巡查會簽","監造巡查簽認","101","89","86","3","1","1","0","0.9663","17","低"
"2024-05","桃園","patrol","巡查會簽","安衛人員巡查紀錄","101","95","92","3","0","1","0","0.9684","9","低"
"2024-05","桃園","patrol","巡查會簽","異常已即時通知","101","102","99","3","1","1","0","0.9706","17","低"
"2024-05","桃園","closeout","收工回簽與現場紀錄","環境整理完成","101","91","87","4","1","2","0","0.956","22","中"
"2024-05","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","101","100","96","4","0","2","1","0.96","19","中"
"2024-05","桃園","closeout","收工回簽與現場紀錄","氣體偵測照片上傳","101","95","92","3","0","1","0","0.9684","9","低"
"2024-05","桃園","closeout","收工回簽與現場紀錄","改善事項結案佐證完整","101","96","92","4","0","1","0","0.9583","11","低"
"2024-06","桃園","permit","許可基本資料","工作內容與地點完整","100","101","98","3","0","1","0","0.9703","9","低"
"2024-06","桃園","permit","許可基本資料","作業分級正確","100","98","95","3","1","1","0","0.9694","17","低"
"2024-06","桃園","permit","許可基本資料","核准工作時間明確","100","95","92","3","0","1","0","0.9684","9","低"
"2024-06","桃園","permit","許可基本資料","回簽資料完整","100","92","89","3","0","1","0","0.9674","9","低"
"2024-06","桃園","workType","作業分級與工作項目","動火/非動火判定正確","100","101","97","4","1","2","1","0.9604","27","中"
"2024-06","桃園","workType","作業分級與工作項目","A/B/C級作業判定正確","100","85","83","2","0","1","0","0.9765","7","低"
"2024-06","桃園","workType","作業分級與工作項目","附加檢點表適用","100","93","90","3","1","1","0","0.9677","17","低"
"2024-06","桃園","workType","作業分級與工作項目","延時工作經核准","100","85","82","3","0","1","0","0.9647","9","低"
"2024-06","桃園","contractor","承攬商與人員資格","施工人員名冊完整","100","99","95","4","1","2","1","0.9596","27","中"
"2024-06","桃園","contractor","承攬商與人員資格","工地負責人到場","100","88","85","3","0","1","0","0.9659","9","低"
"2024-06","桃園","contractor","承攬商與人員資格","安衛人員到場","100","92","88","4","1","2","0","0.9565","22","中"
"2024-06","桃園","contractor","承攬商與人員資格","特殊作業主管資格符合","100","94","90","4","1","2","0","0.9574","22","中"
"2024-06","桃園","hazardNotice","危害告知","承攬商已知悉注意事項","100","100","96","4","1","1","0","0.96","19","中"
"2024-06","桃園","hazardNotice","危害告知","施工人員完成危害告知","100","100","96","4","1","2","1","0.96","27","中"
"2024-06","桃園","hazardNotice","危害告知","勤前教育紀錄完整","100","98","95","3","0","1","0","0.9694","9","低"
"2024-06","桃園","hazardNotice","危害告知","緊急聯絡資訊明確","100","95","92","3","0","1","0","0.9684","9","低"
"2024-06","桃園","isolation","環境安全隔離","設備管線已釋壓清洗","100","94","90","4","1","1","0","0.9574","19","中"
"2024-06","桃園","isolation","環境安全隔離","進出口已關斷/盲封/掛牌","100","93","89","4","1","2","1","0.957","27","中"
"2024-06","桃園","isolation","環境安全隔離","電源隔離加鎖掛牌","100","99","95","4","1","1","0","0.9596","19","中"
"2024-06","桃園","isolation","環境安全隔離","暗溝陰井已堵塞密封","100","94","89","5","1","2","1","0.9468","29","中"
"2024-06","桃園","gas","氣體偵測","可燃性氣體低於20%LEL","100","98","94","4","1","1","0","0.9592","19","中"
"2024-06","桃園","gas","氣體偵測","氧氣濃度符合標準","100","87","83","4","1","2","1","0.954","27","中"
"2024-06","桃園","gas","氣體偵測","有害氣體低於容許濃度","100","97","93","4","1","2","1","0.9588","27","中"
"2024-06","桃園","gas","氣體偵測","上下午或連續測定紀錄完整","100","90","85","5","1","2","1","0.9444","29","中"
"2024-06","桃園","fireExplosion","消防與防爆設備","20型滅火器配置足夠","100","101","96","5","1","2","0","0.9505","24","中"
"2024-06","桃園","fireExplosion","消防與防爆設備","防爆電氣設備符合","100","93","88","5","2","1","0","0.9462","29","中"
"2024-06","桃園","fireExplosion","消防與防爆設備","安全工具使用正確","100","100","96","4","1","2","0","0.96","22","中"
"2024-06","桃園","fireExplosion","消防與防爆設備","消防水帶或防火措施到位","100","88","83","5","1","2","0","0.9432","24","中"
"2024-06","桃園","ppeHeight","PPE與高處防墜","個人防護具穿戴正確","100","97","93","4","1","2","1","0.9588","27","中"
"2024-06","桃園","ppeHeight","PPE與高處防墜","安全帶/安全母索使用","100","98","93","5","1","2","0","0.949","24","中"
"2024-06","桃園","ppeHeight","PPE與高處防墜","施工架檢點合格","100","93","88","5","1","2","1","0.9462","29","中"
"2024-06","桃園","ppeHeight","PPE與高處防墜","安全網或工作平台設置","100","84","81","3","1","1","0","0.9643","17","低"
"2024-06","桃園","patrol","巡查會簽","轄區檢點簽認","100","86","83","3","1","1","0","0.9651","17","低"
"2024-06","桃園","patrol","巡查會簽","監造巡查簽認","100","97","93","4","0","2","1","0.9588","19","中"
"2024-06","桃園","patrol","巡查會簽","安衛人員巡查紀錄","100","95","91","4","1","1","0","0.9579","19","中"
"2024-06","桃園","patrol","巡查會簽","異常已即時通知","100","84","81","3","0","1","0","0.9643","9","低"
"2024-06","桃園","closeout","收工回簽與現場紀錄","環境整理完成","100","89","85","4","0","2","0","0.9551","14","低"
"2024-06","桃園","closeout","收工回簽與現場紀錄","施工前後照片完整","100","94","90","4","1","1","0","0.9574","19","中"
